store_id,sku,opening_stock,closing_stock,replenishment_qty,lead_time
S005,SKU0063,244,226,87,2
S005,SKU0064,236,199,140,2
S005,SKU0065,182,168,51,2
S005,SKU0066,103,75,54,1
S005,SKU0067,52,41,77,2
S005,SKU0068,63,29,43,2
S005,SKU0069,242,209,124,2
S005,SKU0070,224,191,45,7
S005,SKU0071,196,186,66,2
S005,SKU0072,264,225,94,3
S005,SKU0073,167,137,93,7
S005,SKU0074,155,120,51,4
S005,SKU0075,221,198,22,4
S005,SKU0076,148,138,50,6
S005,SKU0077,171,133,58,2
S005,SKU0078,71,58,37,7
S005,SKU0079,87,71,90,5
S005,SKU0080,293,277,73,1
S005,SKU0081,73,41,124,7
S005,SKU0082,218,189,64,2
S005,SKU0083,201,189,106,2
S005,SKU0084,117,105,67,3
S005,SKU0085,236,207,37,7
S005,SKU0086,202,174,145,3
S005,SKU0087,243,215,34,4
S005,SKU0088,77,58,105,7
S005,SKU0089,108,79,45,5
S005,SKU0090,182,161,88,2
S005,SKU0091,87,50,70,1
S005,SKU0092,51,33,102,3
S005,SKU0093,237,209,122,2
S005,SKU0094,138,126,127,3
S005,SKU0095,119,94,106,2
S005,SKU0096,246,208,31,4
S005,SKU0097,104,78,149,2
S005,SKU0098,268,241,122,2
S005,SKU0099,239,213,143,7
S005,SKU0100,85,53,101,7
S005,SKU0101,116,84,149,3
S005,SKU0102,193,181,86,1
S005,SKU0103,270,246,84,1
S005,SKU0104,234,202,54,3
S005,SKU0105,172,158,49,5
S005,SKU0106,101,86,46,7
S005,SKU0107,163,150,55,2
S005,SKU0108,156,131,86,5
S005,SKU0109,86,51,53,3
S005,SKU0110,174,138,66,2
S005,SKU0111,243,227,55,7
S005,SKU0112,235,221,23,6
S005,SKU0113,189,176,110,1
S005,SKU0114,104,88,40,7
S005,SKU0115,72,62,25,6
S005,SKU0116,90,79,120,5
S005,SKU0117,73,34,144,7
S005,SKU0118,85,50,34,7
S005,SKU0119,91,72,114,4
S005,SKU0120,227,198,109,3
S005,SKU0121,277,257,136,7
S005,SKU0122,114,90,28,1
S005,SKU0123,183,167,25,2
S005,SKU0124,169,145,33,2
S005,SKU0125,241,221,120,3
S005,SKU0126,234,198,77,3
S005,SKU0127,118,94,96,3
S005,SKU0128,55,20,107,7
S005,SKU0129,205,188,107,2
S005,SKU0130,244,219,34,4
S005,SKU0131,88,67,144,1
S005,SKU0132,84,57,71,1
S005,SKU0133,225,194,33,5
S005,SKU0134,169,144,121,4
S005,SKU0135,238,212,73,4
S005,SKU0136,286,270,39,7
S005,SKU0137,119,99,112,2
S005,SKU0138,146,117,97,4
S005,SKU0139,262,235,47,3
S005,SKU0140,133,122,125,2
S005,SKU0141,287,257,66,4
S005,SKU0142,158,138,96,3
S005,SKU0143,130,100,58,2
S005,SKU0144,184,159,68,5
S005,SKU0145,196,181,80,7
S005,SKU0146,258,240,144,5
S005,SKU0147,199,187,75,5
S005,SKU0148,225,187,58,2
S005,SKU0149,273,262,61,7
S005,SKU0150,140,129,75,2
S005,SKU0151,208,194,105,6
S005,SKU0152,89,53,109,2
S005,SKU0153,134,118,38,2
S005,SKU0154,253,216,48,6
S005,SKU0155,194,171,133,4
S005,SKU0156,67,42,70,7
S005,SKU0157,223,194,69,2
S005,SKU0158,128,89,137,1
S005,SKU0159,227,214,101,1
S005,SKU0160,216,197,55,4
S005,SKU0161,289,268,25,6
S005,SKU0162,116,102,122,7
S005,SKU0163,60,39,48,2
S005,SKU0164,124,90,35,6
S005,SKU0165,140,128,133,2
S005,SKU0166,224,208,25,2
S005,SKU0167,166,152,65,4
S005,SKU0168,289,266,105,1
S005,SKU0169,89,76,76,5
S005,SKU0170,104,67,72,1
S005,SKU0171,215,178,28,4
S005,SKU0172,266,227,44,7
S005,SKU0173,293,265,88,1
S005,SKU0174,166,138,77,1
S005,SKU0175,86,73,66,1
S005,SKU0176,255,220,109,7
S005,SKU0177,171,145,102,1
S005,SKU0178,134,108,64,5
S005,SKU0179,92,63,126,5
S005,SKU0180,239,214,142,5
S005,SKU0181,88,58,106,1
S005,SKU0182,80,69,55,3
S005,SKU0183,271,234,35,5
S005,SKU0184,56,17,31,4
S005,SKU0185,117,80,61,6
S005,SKU0186,67,36,130,3
S005,SKU0187,175,153,85,3
S005,SKU0188,295,260,131,2
S005,SKU0189,124,93,79,6
S005,SKU0190,261,222,58,6
S005,SKU0191,148,130,90,3
S005,SKU0192,167,150,27,6
S005,SKU0193,287,274,36,3
S005,SKU0194,177,148,87,2
S005,SKU0195,204,166,124,3
S005,SKU0196,236,216,73,6
S005,SKU0197,265,244,109,5
S005,SKU0198,190,152,95,5
S005,SKU0199,230,203,77,6
S005,SKU0200,122,92,57,4
S005,SKU0201,95,80,65,1
S005,SKU0202,111,85,148,2
S005,SKU0203,159,129,135,4
S005,SKU0204,273,255,87,4
S005,SKU0205,54,25,124,2
S005,SKU0206,227,197,148,1
S005,SKU0207,163,124,71,4
S005,SKU0208,194,181,120,5
S005,SKU0209,170,131,94,3
S005,SKU0210,146,111,126,1
S005,SKU0211,242,211,61,5
S005,SKU0212,58,20,123,7
S005,SKU0213,256,245,81,7
S005,SKU0214,185,172,71,2
S005,SKU0215,147,135,130,7
S005,SKU0216,279,261,121,3
S005,SKU0217,167,145,50,5
S005,SKU0218,191,166,34,4
S005,SKU0219,268,242,109,7
S005,SKU0220,74,49,90,5
S005,SKU0221,239,226,90,3
S005,SKU0222,177,145,25,1
S005,SKU0223,279,269,113,4
S005,SKU0224,296,284,140,4
S005,SKU0225,271,240,68,1
S005,SKU0226,223,208,62,5
S005,SKU0227,173,147,74,1
S005,SKU0228,206,178,89,7
S005,SKU0229,232,198,53,4
S005,SKU0230,294,282,139,2
S005,SKU0231,226,190,64,4
S005,SKU0232,112,91,125,5
S005,SKU0233,51,38,139,1
S005,SKU0234,137,111,101,1
S005,SKU0235,277,246,102,3
S005,SKU0236,288,274,79,6
S005,SKU0237,133,109,34,5
S005,SKU0238,120,99,47,5
S005,SKU0239,93,70,67,2
S005,SKU0240,280,263,90,3
S005,SKU0241,225,212,144,6
S005,SKU0242,204,168,43,6
S005,SKU0243,271,243,111,3
S005,SKU0244,186,147,58,2
S005,SKU0245,62,25,143,6
S005,SKU0246,283,265,64,3
S005,SKU0247,132,115,132,5
S005,SKU0248,281,247,46,6
S005,SKU0249,297,278,85,7
S005,SKU0250,271,237,55,4
S005,SKU0251,62,25,26,4
S005,SKU0252,106,85,75,4
S005,SKU0253,269,234,91,1
S005,SKU0254,64,44,141,2
S005,SKU0255,271,247,112,4
S005,SKU0256,221,207,60,5
S005,SKU0257,165,151,92,5
S005,SKU0258,60,22,79,3
S005,SKU0259,257,224,36,4
S005,SKU0260,165,153,38,4
S005,SKU0261,283,258,82,2
S005,SKU0262,81,57,116,1
S005,SKU0263,211,181,107,2
S005,SKU0264,72,41,117,7
S005,SKU0265,248,227,117,5
S005,SKU0266,144,115,45,3
S005,SKU0267,52,26,113,1
S005,SKU0268,174,152,29,2
S005,SKU0269,147,130,42,4
S005,SKU0270,227,188,43,3
S005,SKU0271,130,110,144,2
S005,SKU0272,122,87,83,6
S005,SKU0273,197,160,144,7
S005,SKU0274,212,200,77,2
S005,SKU0275,108,92,87,7
S005,SKU0276,147,128,61,1
S005,SKU0277,207,171,42,5
S005,SKU0278,122,105,49,7
S005,SKU0279,273,235,77,5
S005,SKU0280,109,71,57,4
S005,SKU0281,56,22,27,3
S005,SKU0282,231,209,123,7
S005,SKU0283,145,130,72,7
S005,SKU0284,60,37,146,6
S005,SKU0285,197,170,147,5
S005,SKU0286,124,112,117,2
S005,SKU0287,285,247,109,4
S005,SKU0288,215,181,129,5
S005,SKU0289,290,254,122,3
S005,SKU0290,144,115,124,6
S005,SKU0291,71,49,133,4
S005,SKU0292,143,126,80,1
S005,SKU0293,116,99,124,1
S005,SKU0294,261,248,48,5
S005,SKU0295,281,269,113,6
S005,SKU0296,135,97,106,1
S005,SKU0297,132,119,24,4
S005,SKU0298,201,169,86,2
S005,SKU0299,199,184,36,5
S005,SKU0300,288,269,144,3
S005,SKU0301,152,141,75,6
S005,SKU0302,202,192,55,3
S005,SKU0303,154,129,54,5
S005,SKU0304,239,227,24,4
S005,SKU0305,98,88,129,1
S005,SKU0306,265,244,139,3
S005,SKU0307,293,264,114,2
S005,SKU0308,220,198,47,3
S005,SKU0309,292,262,149,1
S005,SKU0310,112,84,124,2
S005,SKU0311,111,78,77,7
S005,SKU0312,138,117,32,3
S005,SKU0313,137,119,73,4
S005,SKU0314,170,136,108,4
S005,SKU0315,281,258,33,2
S005,SKU0316,290,266,60,1
S005,SKU0317,273,241,104,6
S005,SKU0318,238,221,51,4
S005,SKU0319,203,168,99,4
S005,SKU0320,55,32,129,5
S005,SKU0321,91,81,65,7
S005,SKU0322,62,26,76,1
S005,SKU0323,277,260,94,1
S005,SKU0324,245,215,39,7
S005,SKU0325,239,213,46,3
S005,SKU0326,272,236,105,7
S005,SKU0327,94,67,109,1
S005,SKU0328,245,208,57,5
S005,SKU0329,64,53,82,2
S005,SKU0330,158,120,82,1
S005,SKU0331,268,257,41,3
S005,SKU0332,166,152,118,7
S005,SKU0333,196,176,133,6
S005,SKU0334,132,117,82,5
S005,SKU0335,99,82,93,2
S005,SKU0336,172,156,51,5
S005,SKU0337,201,183,28,3
S005,SKU0338,117,99,148,4
S005,SKU0339,130,91,117,5
S005,SKU0340,259,231,55,4
S005,SKU0341,267,235,22,6
S005,SKU0342,81,42,116,4
S005,SKU0343,51,36,79,1
S005,SKU0344,185,173,23,6
S005,SKU0345,120,84,47,3
S005,SKU0346,248,217,33,1
S005,SKU0347,66,49,106,6
S005,SKU0348,258,226,61,4
S005,SKU0349,66,27,25,7
S005,SKU0350,232,216,33,2
S005,SKU0351,241,221,32,7
S005,SKU0352,237,204,44,1
S005,SKU0353,219,187,75,6
S005,SKU0354,244,228,113,3
S005,SKU0355,54,18,96,3
S005,SKU0356,216,191,44,6
S005,SKU0357,89,71,137,7
S005,SKU0358,214,193,59,4
S005,SKU0359,121,87,51,1
S005,SKU0360,51,30,92,4
S005,SKU0361,165,128,52,6
S005,SKU0362,296,271,106,1
S005,SKU0363,177,148,134,7
S005,SKU0364,83,44,92,4
S005,SKU0365,76,54,34,4
S005,SKU0366,131,100,20,5
S005,SKU0367,267,239,44,4
S005,SKU0368,217,205,96,2
S005,SKU0369,55,39,128,7
S005,SKU0370,204,180,50,6
S005,SKU0371,50,29,113,4
S005,SKU0372,281,265,26,6
S005,SKU0373,100,72,96,2
S005,SKU0374,240,222,104,6
S005,SKU0375,284,264,22,1
S005,SKU0376,191,169,121,1
S005,SKU0377,181,151,137,1
S005,SKU0378,54,27,73,3
S005,SKU0379,120,95,49,6
S005,SKU0380,182,151,68,2
S005,SKU0381,259,246,74,2
S005,SKU0382,126,97,58,1
S005,SKU0383,165,127,24,2
S005,SKU0384,217,194,55,7
S005,SKU0385,52,21,149,3
S005,SKU0386,229,212,93,2
S005,SKU0387,185,173,97,1
S005,SKU0388,57,27,32,3
S005,SKU0389,73,61,100,1
S005,SKU0390,227,209,104,3
S005,SKU0391,278,247,43,1
S005,SKU0392,172,146,26,5
S005,SKU0393,203,169,102,6
S005,SKU0394,151,114,35,3
S005,SKU0395,277,265,97,5
S005,SKU0396,213,196,90,4
S005,SKU0397,279,246,28,6
S005,SKU0398,176,138,45,5
S005,SKU0399,200,169,84,2
S005,SKU0400,215,191,124,1
S005,SKU0401,177,164,22,7
S005,SKU0402,258,240,105,3
S005,SKU0403,104,77,72,2
S005,SKU0404,265,252,27,6
S005,SKU0405,267,235,57,7
S005,SKU0406,166,138,76,2
S005,SKU0407,266,237,66,7
S005,SKU0408,104,71,45,6
S005,SKU0409,69,59,109,3
S005,SKU0410,79,41,111,2
S005,SKU0411,86,55,104,5
S005,SKU0412,167,153,92,6
S005,SKU0413,99,88,102,4
S005,SKU0414,77,60,62,4
S005,SKU0415,145,114,135,7
S005,SKU0416,62,24,53,6
S005,SKU0417,282,261,116,4
S005,SKU0418,260,221,59,2
S005,SKU0419,149,127,38,2
S005,SKU0420,272,261,63,5
S005,SKU0421,151,122,30,5
S005,SKU0422,267,229,142,4
S005,SKU0423,299,276,34,7
S005,SKU0424,262,234,147,4
S005,SKU0425,154,125,42,2
S005,SKU0426,174,163,141,3
S005,SKU0427,95,60,89,6
S005,SKU0428,139,122,135,7
S005,SKU0429,80,42,111,5
S005,SKU0430,222,201,42,7
S005,SKU0431,157,120,65,4
S005,SKU0432,77,59,79,3
S005,SKU0433,177,156,97,5
S005,SKU0434,129,96,59,7
S005,SKU0435,210,199,55,6
S005,SKU0436,194,161,57,5
S005,SKU0437,233,197,27,3
S005,SKU0438,136,97,66,3
S005,SKU0439,61,22,134,5
S005,SKU0440,276,250,125,3
S005,SKU0441,66,50,88,3
S005,SKU0442,232,193,67,7
S005,SKU0443,97,85,110,2
S005,SKU0444,225,209,96,1
S005,SKU0445,72,58,107,4
S005,SKU0446,242,219,85,3
S005,SKU0447,146,111,110,1
S005,SKU0448,58,25,76,4
S005,SKU0449,234,201,112,3
S005,SKU0450,153,128,71,3
S005,SKU0451,121,105,91,1
S005,SKU0452,218,199,49,7
S005,SKU0453,77,64,126,7
S005,SKU0454,229,195,138,2
S005,SKU0455,193,164,146,5
S005,SKU0456,67,53,141,7
S005,SKU0457,61,22,77,1
S005,SKU0458,185,163,109,5
S005,SKU0459,215,196,143,4
S005,SKU0460,137,107,22,3
S005,SKU0461,186,175,92,1
S005,SKU0462,174,154,123,4
S005,SKU0463,96,76,145,3
S005,SKU0464,213,196,21,2
S005,SKU0465,201,171,62,7
S005,SKU0466,282,245,41,7
S005,SKU0467,94,79,91,2
S005,SKU0468,236,223,49,5
S005,SKU0469,159,144,20,4
S005,SKU0470,150,126,33,3
S005,SKU0471,248,235,82,4
S005,SKU0472,242,207,75,5
S005,SKU0473,83,68,125,4
S005,SKU0474,225,198,104,6
S005,SKU0475,207,176,101,6
S005,SKU0476,217,189,24,6
S005,SKU0477,100,72,142,7
S005,SKU0478,228,211,38,3
S005,SKU0479,186,174,32,1
S005,SKU0480,94,78,120,5
S005,SKU0481,140,110,120,4
S005,SKU0482,130,101,108,6
S005,SKU0483,64,51,48,7
S005,SKU0484,73,49,128,4
S005,SKU0485,191,169,149,4
S005,SKU0486,268,229,131,2
S005,SKU0487,93,78,137,3
S005,SKU0488,73,48,146,1
S005,SKU0489,132,98,114,6
S005,SKU0490,129,117,109,7
S005,SKU0491,135,104,92,6
S005,SKU0492,221,200,131,5
S005,SKU0493,241,220,148,5
S005,SKU0494,146,131,149,4
S005,SKU0495,259,244,76,2
S005,SKU0496,181,151,36,4
S005,SKU0497,207,197,67,3
S005,SKU0498,226,197,56,5
S005,SKU0499,79,66,108,4
S005,SKU0500,112,86,97,5
S006,SKU0001,215,179,126,4
S006,SKU0002,258,237,88,4
S006,SKU0003,51,19,50,3
S006,SKU0004,232,201,108,1
S006,SKU0005,203,167,52,4
S006,SKU0006,154,127,92,2
S006,SKU0007,240,225,109,4
S006,SKU0008,163,127,89,5
S006,SKU0009,252,236,20,4
S006,SKU0010,126,109,74,3
S006,SKU0011,283,271,127,4
S006,SKU0012,196,186,38,4
S006,SKU0013,295,263,102,6
S006,SKU0014,95,59,130,6
S006,SKU0015,202,185,74,5
S006,SKU0016,293,260,129,2
S006,SKU0017,283,256,110,6
S006,SKU0018,151,137,90,7
S006,SKU0019,112,85,145,4
S006,SKU0020,76,61,37,6
S006,SKU0021,298,272,84,6
S006,SKU0022,94,77,48,6
S006,SKU0023,85,59,67,1
S006,SKU0024,81,49,93,6
S006,SKU0025,137,125,78,7
S006,SKU0026,58,42,99,7
S006,SKU0027,207,170,88,1
S006,SKU0028,204,165,25,2
S006,SKU0029,299,266,137,4
S006,SKU0030,179,166,112,7
S006,SKU0031,155,117,127,3
S006,SKU0032,115,82,45,4
S006,SKU0033,248,233,39,3
S006,SKU0034,159,145,95,2
S006,SKU0035,105,85,121,4
S006,SKU0036,264,243,49,4
S006,SKU0037,147,126,106,1
S006,SKU0038,125,99,74,7
S006,SKU0039,229,218,46,1
S006,SKU0040,126,88,114,6
S006,SKU0041,197,171,97,6
S006,SKU0042,201,190,76,3
S006,SKU0043,120,89,128,2
S006,SKU0044,263,228,135,3
S006,SKU0045,120,98,68,4
S006,SKU0046,125,107,44,4
S006,SKU0047,290,269,83,4
S006,SKU0048,56,36,62,2
S006,SKU0049,276,254,27,2
S006,SKU0050,283,255,36,5
S006,SKU0051,165,135,24,7
S006,SKU0052,54,41,62,7
S006,SKU0053,71,45,98,4
S006,SKU0054,295,280,95,6
S006,SKU0055,149,133,137,5
S006,SKU0056,117,88,144,2
S006,SKU0057,244,210,29,1
S006,SKU0058,231,211,85,4
S006,SKU0059,197,165,26,2
S006,SKU0060,256,221,82,1
S006,SKU0061,263,238,105,4
S006,SKU0062,270,236,89,3
S006,SKU0063,224,211,36,6
S006,SKU0064,167,154,70,6
S006,SKU0065,165,136,100,2
S006,SKU0066,172,145,132,7
S006,SKU0067,220,209,55,5
S006,SKU0068,155,136,138,6
S006,SKU0069,70,51,41,6
S006,SKU0070,284,254,97,5
S006,SKU0071,293,273,115,2
S006,SKU0072,275,262,41,5
S006,SKU0073,145,114,52,6
S006,SKU0074,82,68,22,7
S006,SKU0075,66,31,60,2
S006,SKU0076,133,97,41,7
S006,SKU0077,201,187,20,7
S006,SKU0078,195,163,109,2
S006,SKU0079,64,32,72,1
S006,SKU0080,195,164,36,4
S006,SKU0081,144,118,132,4
S006,SKU0082,65,44,100,1
S006,SKU0083,77,55,62,3
S006,SKU0084,199,186,53,7
S006,SKU0085,75,50,59,5
S006,SKU0086,217,179,34,5
S006,SKU0087,241,204,81,3
S006,SKU0088,211,181,22,3
S006,SKU0089,124,108,82,4
S006,SKU0090,248,221,32,6
S006,SKU0091,62,32,147,4
S006,SKU0092,174,147,133,7
S006,SKU0093,263,232,86,2
S006,SKU0094,115,97,119,5
S006,SKU0095,106,87,136,6
S006,SKU0096,160,140,124,4
S006,SKU0097,216,181,133,3
S006,SKU0098,233,205,71,6
S006,SKU0099,275,248,49,6
S006,SKU0100,158,132,89,2
S006,SKU0101,178,147,140,6
S006,SKU0102,260,241,127,2
S006,SKU0103,85,53,136,7
S006,SKU0104,107,87,98,1
S006,SKU0105,163,132,81,5
S006,SKU0106,68,50,28,1
S006,SKU0107,136,102,122,3
S006,SKU0108,166,129,92,3
S006,SKU0109,287,267,97,5
S006,SKU0110,136,114,67,5
S006,SKU0111,214,189,77,4
S006,SKU0112,106,73,116,1
S006,SKU0113,155,116,112,6
S006,SKU0114,215,191,39,6
S006,SKU0115,281,268,149,1
S006,SKU0116,95,81,93,2
S006,SKU0117,210,181,25,3
S006,SKU0118,226,199,102,7
S006,SKU0119,235,197,32,5
S006,SKU0120,282,264,128,6
S006,SKU0121,282,243,139,1
S006,SKU0122,160,144,97,5
S006,SKU0123,190,175,80,3
S006,SKU0124,166,146,128,6
S006,SKU0125,264,237,120,4
S006,SKU0126,252,237,29,4
S006,SKU0127,294,283,84,3
S006,SKU0128,114,77,20,2
S006,SKU0129,211,190,78,4
S006,SKU0130,218,180,34,2
S006,SKU0131,229,194,65,5
S006,SKU0132,55,35,139,7
S006,SKU0133,292,260,39,2
S006,SKU0134,189,179,96,7
S006,SKU0135,70,47,147,7
S006,SKU0136,253,235,126,5
S006,SKU0137,50,39,122,5
S006,SKU0138,223,186,100,7
S006,SKU0139,106,68,148,2
S006,SKU0140,140,108,90,7
S006,SKU0141,153,121,90,2
S006,SKU0142,174,151,76,6
S006,SKU0143,227,213,131,4
S006,SKU0144,128,106,63,7
S006,SKU0145,243,228,108,6
S006,SKU0146,157,131,129,7
S006,SKU0147,104,82,36,3
S006,SKU0148,82,53,110,6
S006,SKU0149,138,123,74,5
S006,SKU0150,272,240,139,3
S006,SKU0151,284,252,91,7
S006,SKU0152,259,233,49,5
S006,SKU0153,154,131,125,2
S006,SKU0154,213,202,111,2
S006,SKU0155,239,208,24,1
S006,SKU0156,140,110,65,6
S006,SKU0157,217,205,78,1
S006,SKU0158,157,140,132,3
S006,SKU0159,62,33,103,3
S006,SKU0160,131,97,61,6
S006,SKU0161,74,38,45,6
S006,SKU0162,77,54,144,6
S006,SKU0163,203,166,70,5
S006,SKU0164,268,231,140,2
S006,SKU0165,202,174,123,7
S006,SKU0166,147,134,42,7
S006,SKU0167,216,198,72,4
S006,SKU0168,54,30,30,6
S006,SKU0169,274,261,115,6
S006,SKU0170,120,81,133,2
S006,SKU0171,83,68,44,3
S006,SKU0172,228,189,82,4
S006,SKU0173,222,187,139,6
S006,SKU0174,169,133,64,1
S006,SKU0175,121,95,111,3
S006,SKU0176,116,94,77,5
S006,SKU0177,294,260,101,2
S006,SKU0178,128,105,76,5
S006,SKU0179,62,43,72,2
S006,SKU0180,240,203,107,2
S006,SKU0181,296,285,73,5
S006,SKU0182,131,121,54,4
S006,SKU0183,296,257,80,3
S006,SKU0184,158,129,138,4
S006,SKU0185,54,19,91,2
S006,SKU0186,254,238,113,1
S006,SKU0187,101,73,55,4
S006,SKU0188,160,146,64,7
S006,SKU0189,202,172,48,6
S006,SKU0190,255,238,51,1
S006,SKU0191,285,261,29,5
S006,SKU0192,261,247,92,3
S006,SKU0193,273,251,111,1
S006,SKU0194,147,125,131,4
S006,SKU0195,81,47,95,5
S006,SKU0196,228,218,45,3
S006,SKU0197,214,195,131,7
S006,SKU0198,57,45,124,3
S006,SKU0199,103,65,31,6
S006,SKU0200,99,64,107,1
S006,SKU0201,82,45,47,4
S006,SKU0202,247,215,83,6
S006,SKU0203,269,248,97,3
S006,SKU0204,277,244,49,1
S006,SKU0205,84,71,98,5
S006,SKU0206,142,115,86,2
S006,SKU0207,148,122,111,6
S006,SKU0208,179,141,57,5
S006,SKU0209,227,212,72,2
S006,SKU0210,149,120,72,4
S006,SKU0211,101,64,68,2
S006,SKU0212,74,50,66,2
S006,SKU0213,181,148,123,5
S006,SKU0214,157,138,122,5
S006,SKU0215,97,87,69,7
S006,SKU0216,201,187,74,6
S006,SKU0217,166,128,54,7
S006,SKU0218,194,172,101,3
S006,SKU0219,111,101,77,4
S006,SKU0220,275,261,41,4
S006,SKU0221,59,47,116,3
S006,SKU0222,201,175,124,1
S006,SKU0223,71,47,135,4
S006,SKU0224,83,51,49,1
S006,SKU0225,149,125,90,5
S006,SKU0226,105,69,91,7
S006,SKU0227,192,174,120,5
S006,SKU0228,193,172,80,5
S006,SKU0229,193,154,115,5
S006,SKU0230,87,74,20,6
S006,SKU0231,266,238,136,6
S006,SKU0232,270,252,120,2
S006,SKU0233,76,49,39,7
S006,SKU0234,69,50,131,5
S006,SKU0235,81,71,74,6
S006,SKU0236,240,223,37,6
S006,SKU0237,95,80,126,5
S006,SKU0238,108,74,134,7
S006,SKU0239,299,261,68,4
S006,SKU0240,257,220,64,3
S006,SKU0241,82,56,132,2
S006,SKU0242,112,78,35,1
S006,SKU0243,101,90,115,7
S006,SKU0244,71,55,72,1
S006,SKU0245,205,188,123,3
S006,SKU0246,136,110,130,1
S006,SKU0247,57,26,90,4
S006,SKU0248,98,63,73,6
S006,SKU0249,72,60,133,3
S006,SKU0250,265,250,90,6
S006,SKU0251,299,281,66,1
S006,SKU0252,238,216,23,7
S006,SKU0253,250,219,149,4
S006,SKU0254,190,161,101,2
S006,SKU0255,126,99,141,7
S006,SKU0256,93,57,126,1
S006,SKU0257,231,205,60,1
S006,SKU0258,132,118,24,3
S006,SKU0259,117,78,76,3
S006,SKU0260,237,212,130,3
S006,SKU0261,291,263,121,6
S006,SKU0262,157,137,144,2
S006,SKU0263,68,39,143,3
S006,SKU0264,69,43,66,2
S006,SKU0265,89,63,100,3
S006,SKU0266,203,188,80,3
S006,SKU0267,205,174,53,6
S006,SKU0268,276,253,51,4
S006,SKU0269,87,67,84,6
S006,SKU0270,132,109,138,2
S006,SKU0271,93,54,117,3
S006,SKU0272,253,218,93,7
S006,SKU0273,248,214,52,2
S006,SKU0274,234,196,95,5
S006,SKU0275,102,91,63,1
S006,SKU0276,95,57,51,2
S006,SKU0277,124,105,87,6
S006,SKU0278,256,245,53,4
S006,SKU0279,224,188,132,5
S006,SKU0280,220,195,96,4
S006,SKU0281,121,95,90,7
S006,SKU0282,78,66,123,7
S006,SKU0283,136,126,44,3
S006,SKU0284,144,121,54,7
S006,SKU0285,261,237,67,3
S006,SKU0286,156,127,52,1
S006,SKU0287,99,77,120,2
S006,SKU0288,98,62,35,6
S006,SKU0289,249,236,91,1
S006,SKU0290,103,87,139,7
S006,SKU0291,135,113,48,6
S006,SKU0292,274,244,113,7
S006,SKU0293,237,208,140,2
S006,SKU0294,244,214,105,1
S006,SKU0295,261,249,146,4
S006,SKU0296,146,121,55,5
S006,SKU0297,282,244,118,1
S006,SKU0298,126,103,142,3
S006,SKU0299,169,149,33,2
S006,SKU0300,177,159,120,1
S006,SKU0301,123,90,77,3
S006,SKU0302,247,212,56,7
S006,SKU0303,284,272,107,7
S006,SKU0304,281,265,39,5
S006,SKU0305,52,22,127,6
S006,SKU0306,172,142,135,6
S006,SKU0307,253,223,70,1
S006,SKU0308,61,43,32,2
S006,SKU0309,247,208,99,1
S006,SKU0310,131,116,51,6
S006,SKU0311,238,215,148,4
S006,SKU0312,227,201,124,5
S006,SKU0313,293,280,135,7
S006,SKU0314,144,122,59,3
S006,SKU0315,58,45,43,1
S006,SKU0316,124,93,143,1
S006,SKU0317,174,141,22,4
S006,SKU0318,237,213,133,5
S006,SKU0319,61,29,70,5
S006,SKU0320,195,168,102,7
S006,SKU0321,55,20,119,4
S006,SKU0322,284,257,132,1
S006,SKU0323,287,277,44,4
S006,SKU0324,232,215,89,6
S006,SKU0325,202,169,51,6
S006,SKU0326,198,183,89,7
S006,SKU0327,275,245,27,4
S006,SKU0328,103,80,102,3
S006,SKU0329,254,224,119,4
S006,SKU0330,225,202,99,2
S006,SKU0331,232,219,95,7
S006,SKU0332,209,194,50,4
S006,SKU0333,204,176,132,5
S006,SKU0334,136,119,79,1
S006,SKU0335,256,239,108,6
S006,SKU0336,58,34,31,7
S006,SKU0337,58,32,41,1
S006,SKU0338,259,237,145,3
S006,SKU0339,62,24,20,2
S006,SKU0340,258,238,103,1
S006,SKU0341,270,241,103,4
S006,SKU0342,138,99,77,2
S006,SKU0343,262,230,120,5
S006,SKU0344,121,98,88,1
S006,SKU0345,52,34,80,6
S006,SKU0346,154,127,65,5
S006,SKU0347,197,182,61,5
S006,SKU0348,205,168,60,5
S006,SKU0349,218,202,36,3
S006,SKU0350,169,130,139,1
S006,SKU0351,165,143,104,6
S006,SKU0352,261,223,113,4
S006,SKU0353,142,129,22,6
S006,SKU0354,209,171,28,1
S006,SKU0355,130,101,20,2
S006,SKU0356,204,187,48,4
S006,SKU0357,175,144,34,7
S006,SKU0358,163,133,77,4
S006,SKU0359,245,220,109,4
S006,SKU0360,50,19,60,7
S006,SKU0361,88,73,113,1
S006,SKU0362,238,201,24,2
S006,SKU0363,145,117,74,6
S006,SKU0364,105,94,57,3
S006,SKU0365,265,249,100,1
S006,SKU0366,281,255,128,1
S006,SKU0367,297,264,96,7
S006,SKU0368,295,280,103,2
S006,SKU0369,119,89,100,1
S006,SKU0370,80,65,102,3
S006,SKU0371,216,201,34,7
S006,SKU0372,153,135,108,6
S006,SKU0373,184,167,91,4
S006,SKU0374,229,212,128,4
S006,SKU0375,169,136,98,1
S006,SKU0376,258,220,146,5
S006,SKU0377,166,153,21,3
S006,SKU0378,213,200,79,4
S006,SKU0379,105,94,105,5
S006,SKU0380,255,218,90,6
S006,SKU0381,260,224,85,3
S006,SKU0382,215,186,65,7
S006,SKU0383,277,252,98,5
